team,player,category,REC,YDS,AVG,TD,LONG,TGTS
BAL,Charlie Kolar,receiving,4,49,12.3,0,15,6
BAL,DeSean Jackson,receiving,9,153,13.43,0,62,17
BAL,Demarcus Robinson,receiving,48,458,9.09,2,31,75
BAL,Devin Duvernay,receiving,37,407,10.66,3,31,49
BAL,Gus Edwards,receiving,0,0,0.0,0,0,2
BAL,Isaiah Likely,receiving,36,373,9.18,3,34,60
BAL,J.K. Dobbins,receiving,7,42,4.25,1,20,8
BAL,James Proche II,receiving,8,62,4.36,0,12,17
BAL,Josh Oliver,receiving,14,149,5.92,2,40,25
BAL,Justice Hill,receiving,12,58,5.89,0,15,12
BAL,Kenyan Drake,receiving,17,89,5.03,1,15,26
BAL,Mark Andrews,receiving,73,847,10.6,5,36,113
BAL,Mike Davis,receiving,2,4,2.0,0,7,2
BAL,Patrick Ricard,receiving,11,74,5.71,0,19,13
BAL,Rashod Bateman,receiving,15,285,17.03,2,75,28
BAL,Sammy Watkins,receiving,3,119,39.75,0,47,5
BAL,Tylan Wallace,receiving,4,33,6.6,0,12,7
