team,player,category,NO,YDS,AVG,TB,In 20,LONG
ARI,Andy Lee,punting,4,199,49.8,0,0,55
ATL,Dustin Colquitt,punting,3,126,42.0,0,1,50
BAL,Sam Koch,punting,6,264,44.0,1,2,50
CAR,Ryan Winslow,punting,7,258,36.9,0,0,46
CHI,Pat O'Donnell,punting,4,160,40.0,1,1,50
CIN,Kevin Huber,punting,4,216,54.0,1,1,60
CLE,Jamie Gillan,punting,3,155,51.7,0,2,65
DEN,Sam Martin,punting,4,202,50.5,0,0,59
DET,Jack Fox,punting,1,36,36.0,0,0,36
GB,Corey Bojorquez,punting,3,139,46.3,0,1,53
HOU,Cameron Johnston,punting,7,344,49.1,1,2,69
IND,Rigoberto Sanchez,punting,6,273,45.5,1,2,79
KC,Tommy Townsend,punting,2,93,46.5,0,1,52
LAR,Johnny Hekker,punting,1,41,41.0,0,0,41
LV,AJ Cole,punting,2,94,47.0,0,1,59
MIA,Michael Palardy,punting,3,154,51.3,0,1,58
NE,Jake Bailey,punting,1,35,35.0,0,1,35
NO,Blake Gillikin,punting,6,285,47.5,0,4,58
NYG,Riley Dixon,punting,5,229,45.8,1,1,51
NYJ,Thomas Morstead,punting,2,100,50.0,0,0,51
PHI,Arryn Siposs,punting,3,143,47.7,0,1,52
SEA,Michael Dickson,punting,5,242,48.4,1,3,65
SF,Mitch Wishnowsky,punting,4,193,48.3,0,1,65
TB,Bradley Pinion,punting,4,161,40.3,1,1,49
TEN,Brett Kern,punting,2,94,47.0,0,2,49
