team,player,category,INT,YDS,TD
ATL,Foyesade Oluokun,interceptions,1,56,0
ATL,Jaylinn Hawkins,interceptions,1,0,0
BAL,Marlon Humphrey,interceptions,1,0,0
CLE,John Johnson III,interceptions,1,0,0
GB,Chandon Sullivan,interceptions,1,0,0
HOU,Lonnie Johnson Jr.,interceptions,1,15,0
IND,Xavier Rhodes,interceptions,1,4,0
IND,Khari Willis,interceptions,1,0,0
KC,Willie Gay Jr.,interceptions,1,1,0
LAR,Jalen Ramsey,interceptions,1,25,0
LAR,Nick Scott,interceptions,1,0,0
MIA,Xavien Howard,interceptions,1,0,0
NE,J.C. Jackson,interceptions,1,0,0
NE,Kyle Dugger,interceptions,1,14,0
NYG,James Bradberry IV,interceptions,1,14,0
PHI,Avonte Maddox,interceptions,1,-1,0
TB,Dee Delaney,interceptions,1,26,0
TB,Jordan Whitehead,interceptions,1,17,0
TB,Pierre Desir,interceptions,1,0,0
TEN,Rashaan Evans,interceptions,1,0,0
