team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,261,9.3,3,1,4,20,28
ATL,Matt Ryan,passing,336,8.4,2,1,1,25,40
BAL,Lamar Jackson,passing,257,8.3,1,0,5,15,31
BAL,Tyler Huntley,passing,39,3.5,0,0,0,5,11
CAR,Sam Darnold,passing,112,4.5,0,1,3,16,25
CAR,PJ Walker,passing,33,2.4,0,0,3,3,14
CHI,Justin Fields,passing,184,5.8,0,3,4,22,32
CIN,Joe Burrow,passing,416,10.9,3,1,1,23,38
CLE,Case Keenum,passing,199,6.0,1,0,1,21,33
DEN,Teddy Bridgewater,passing,187,5.7,2,1,2,23,33
DET,Jared Goff,passing,268,7.4,1,2,2,22,36
DET,Jack Fox,passing,17,17.0,0,0,0,1,1
GB,Aaron Rodgers,passing,274,7.8,3,0,3,27,35
HOU,Davis Mills,passing,135,4.2,0,0,2,23,32
IND,Carson Wentz,passing,150,5.8,2,0,1,17,26
KC,Patrick Mahomes,passing,206,5.9,0,1,4,20,35
KC,Chad Henne,passing,82,5.1,0,0,0,11,16
LAR,Matthew Stafford,passing,334,8.1,3,0,1,28,41
LV,Derek Carr,passing,323,9.5,2,1,0,31,34
MIA,Tua Tagovailoa,passing,291,7.3,4,2,1,32,40
NE,Kendrick Bourne,passing,25,25.0,1,0,0,1,1
NE,Brian Hoyer,passing,79,19.8,0,0,0,3,4
NE,Mac Jones,passing,307,8.5,2,0,1,24,36
NO,Jameis Winston,passing,222,6.3,1,0,2,19,35
NYG,Daniel Jones,passing,203,6.2,1,0,2,23,33
NYG,Dante Pettis,passing,16,16.0,0,0,0,1,1
NYJ,Zach Wilson,passing,51,5.1,0,0,1,6,10
NYJ,Mike White,passing,202,6.3,1,2,1,20,32
PHI,Jalen Hurts,passing,236,6.9,2,0,2,18,34
SEA,Geno Smith,passing,167,7.6,1,0,5,12,22
SF,Jimmy Garoppolo,passing,181,6.7,1,2,2,16,27
TB,Tom Brady,passing,211,5.9,4,0,0,20,36
TB,Blaine Gabbert,passing,15,5.0,0,0,0,2,3
TEN,Derrick Henry,passing,5,5.0,1,0,0,1,1
TEN,Ryan Tannehill,passing,270,10.0,1,1,1,21,27
WSH,Taylor Heinicke,passing,268,7.2,1,1,4,25,37
