week,opponent,result
1,DET,WIN
2,MIN,WIN
3,WSH,WIN
4,JAX,WIN
5,ARI,WIN
6,DAL,WIN
7,BYE,BYE
8,PIT,WIN
9,HOU,WIN
10,WSH,LOSS
11,IND,WIN
12,GB,WIN
13,TEN,WIN
14,NYG,WIN
15,CHI,WIN
16,DAL,LOSS
17,NO,LOSS
18,NYG,WIN
