team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Hollywood Brown,rushing,1,1,1.0,0,1
ARI,Keaontay Ingram,rushing,1,2,2.0,0,2
ARI,Trace McSorley,rushing,7,14,2.0,0,4
ARI,Greg Dortch,rushing,3,25,8.3,0,20
ARI,James Conner,rushing,15,79,5.3,1,22
ATL,Desmond Ridder,rushing,4,8,2.0,0,5
ATL,Avery Williams,rushing,3,16,5.3,0,13
ATL,Cordarrelle Patterson,rushing,8,17,2.1,0,7
ATL,Tyler Allgeier,rushing,18,74,4.1,0,16
BAL,Gus Edwards,rushing,11,99,9.0,0,37
BAL,J.K. Dobbins,rushing,12,59,4.9,0,14
BAL,Tyler Huntley,rushing,11,26,2.4,0,8
BUF,Devin Singletary,rushing,12,106,8.8,1,33
BUF,Josh Allen,rushing,6,41,6.8,1,15
BUF,Isaiah McKenzie,rushing,1,6,6.0,0,6
BUF,Nyheim Hines,rushing,1,2,2.0,0,2
BUF,James Cook III,rushing,11,99,9.0,1,27
CAR,DJ Moore,rushing,1,8,8.0,0,8
CAR,Raheem Blackshear,rushing,3,3,1.0,1,7
CAR,Sam Darnold,rushing,6,19,3.2,1,13
CAR,Chuba Hubbard,rushing,12,125,10.4,0,35
CAR,D'Onta Foreman,rushing,21,165,7.9,1,38
CHI,David Montgomery,rushing,16,62,3.9,0,28
CHI,Justin Fields,rushing,7,11,1.6,0,7
CHI,Khalil Herbert,rushing,6,7,1.2,0,5
CIN,Joe Burrow,rushing,4,5,1.3,0,5
CIN,Samaje Perine,rushing,4,3,0.8,0,3
CIN,Joe Mixon,rushing,16,65,4.1,0,19
CLE,Deshaun Watson,rushing,3,24,8.0,1,12
CLE,Kareem Hunt,rushing,7,8,1.1,0,4
CLE,Nick Chubb,rushing,24,92,3.8,0,19
DAL,Dak Prescott,rushing,6,41,6.8,0,16
DAL,Tony Pollard,rushing,9,19,2.1,0,8
DAL,Ezekiel Elliott,rushing,16,55,3.4,1,22
DEN,Russell Wilson,rushing,2,17,8.5,0,15
DEN,Marlon Mack,rushing,4,22,5.5,0,7
DEN,Chase Edmonds,rushing,6,31,5.2,0,25
DEN,Latavius Murray,rushing,8,34,4.3,0,10
DET,Amon-Ra St. Brown,rushing,1,0,0.0,0,0
DET,Jamaal Williams,rushing,7,11,1.6,0,4
DET,D'Andre Swift,rushing,4,12,3.0,0,4
DET,Jared Goff,rushing,3,15,5.0,0,14
DET,Kalif Raymond,rushing,1,8,8.0,0,8
DET,Justin Jackson,rushing,1,-1,-1.0,0,-1
GB,Aaron Rodgers,rushing,7,18,2.6,0,12
GB,Aaron Jones Sr.,rushing,6,25,4.2,0,18
GB,AJ Dillon,rushing,11,36,3.3,1,11
GB,Dallin Leavitt,rushing,1,0,0.0,0,0
HOU,Royce Freeman,rushing,16,32,2.0,0,5
HOU,Dare Ogunbowale,rushing,8,28,3.5,0,8
HOU,Davis Mills,rushing,4,8,2.0,0,5
HOU,Jeff Driskel,rushing,2,2,1.0,0,2
IND,Zack Moss,rushing,12,65,5.4,0,14
IND,Jordan Wilkins,rushing,1,4,4.0,0,4
IND,Nick Foles,rushing,1,0,0.0,0,0
JAX,Travis Etienne Jr.,rushing,22,83,3.8,0,19
JAX,Trevor Lawrence,rushing,7,51,7.3,1,15
JAX,JaMycal Hasty,rushing,3,10,3.3,0,6
JAX,Snoop Conner,rushing,2,5,2.5,0,3
JAX,Christian Kirk,rushing,1,4,4.0,0,4
JAX,C.J. Beathard,rushing,3,-3,-1.0,0,-1
JAX,Zay Jones,rushing,1,-3,-3.0,0,-3
KC,Isiah Pacheco,rushing,14,58,4.1,0,8
KC,Patrick Mahomes,rushing,2,8,4.0,1,5
KC,Jerick McKinnon,rushing,5,7,1.4,0,5
KC,Ronald Jones,rushing,1,4,4.0,0,4
LAC,Austin Ekeler,rushing,18,67,3.7,2,16
LAC,Joshua Kelley,rushing,9,33,3.7,0,11
LAC,Justin Herbert,rushing,5,1,0.2,0,2
LAR,Bryce Perkins,rushing,1,-2,-2.0,0,-2
LAR,Baker Mayfield,rushing,2,2,1.0,0,2
LAR,Brandon Powell,rushing,2,3,1.5,0,3
LAR,Kyren Williams,rushing,6,18,3.0,0,7
LAR,Malcolm Brown,rushing,2,19,9.5,0,17
LAR,Cam Akers,rushing,23,118,5.1,3,21
LV,Derek Carr,rushing,3,14,4.7,0,9
LV,Josh Jacobs,rushing,15,44,2.9,0,11
LV,Brandon Bolden,rushing,1,0,0.0,0,0
MIA,Tua Tagovailoa,rushing,1,0,0.0,0,0
MIA,Jeff Wilson Jr.,rushing,9,37,4.1,1,12
MIA,Raheem Mostert,rushing,8,45,5.6,0,17
MIN,Kirk Cousins,rushing,1,2,2.0,0,2
MIN,Alexander Mattison,rushing,4,17,4.3,0,13
MIN,Dalvin Cook,rushing,14,64,4.6,0,18
NE,Kendrick Bourne,rushing,1,29,29.0,0,29
NE,Rhamondre Stevenson,rushing,13,30,2.3,0,7
NE,Mac Jones,rushing,1,-1,-1.0,0,-1
NE,Kevin Harris,rushing,1,3,3.0,0,3
NO,Adam Prentice,rushing,2,5,2.5,0,3
NO,Andy Dalton,rushing,1,-1,-1.0,0,-1
