team,player,category,INT,YDS,TD
TEN,Amani Hooker,interceptions,5,68,0
TEN,Chidobe Awuzie,interceptions,1,8,0
TEN,Daryl Worley,interceptions,1,0,0
TEN,Jarvis Brownlee Jr.,interceptions,1,2,0
TEN,Kenneth Murray Jr.,interceptions,1,6,0
TEN,Luke Gifford,interceptions,1,0,0
TEN,Otis Reese,interceptions,1,2,0
