team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
TEN,Mason Rudolph,passing,1530,6.76,9,9,11,146,228
TEN,Tyler Boyd,passing,0,0.0,0,0,0,0,1
TEN,Will Levis,passing,2091,7.14,13,12,41,190,301
