team,player,category,REC,YDS,AVG,TD,LONG,TGTS
BUF,Brandin Cooks,receiving,5,114,9.57,0,50,11
BUF,Curtis Samuel,receiving,7,81,11.7,1,21,9
BUF,Dalton Kincaid,receiving,39,571,14.7,5,47,49
BUF,Dawson Knox,receiving,36,417,12.32,4,32,49
BUF,Elijah Moore,receiving,9,112,11.56,0,31,17
BUF,Gabe Davis,receiving,12,129,9.83,1,22,18
BUF,Jackson Hawes,receiving,16,187,11.81,3,29,19
BUF,James Cook III,receiving,33,291,8.18,2,51,40
BUF,Joshua Palmer,receiving,22,303,12.6,0,45,37
BUF,Keleki Latu,receiving,4,35,7.15,0,14,4
BUF,Keon Coleman,receiving,38,404,10.39,4,37,59
BUF,Khalil Shakir,receiving,72,719,9.16,4,54,95
BUF,Mecole Hardman Jr.,receiving,0,0,0.0,0,0,1
BUF,Ray Davis,receiving,10,86,6.11,2,21,13
BUF,Reggie Gilliam,receiving,2,24,12.0,0,22,2
BUF,Ty Johnson,receiving,24,263,9.4,2,52,33
BUF,Tyrell Shavers,receiving,15,245,12.95,1,43,23
