team,player,category,INT,YDS,TD
CAR,Deion Jones,interceptions,1,0,0
CAR,Derrick Brown,interceptions,1,2,0
CAR,Kamu Grugier-Hill,interceptions,1,31,0
CAR,Sam Franklin Jr.,interceptions,1,99,1
CAR,Troy Hill,interceptions,1,61,1
CAR,Vonn Bell,interceptions,1,11,0
CAR,Xavier Woods,interceptions,2,-1,0
