week,opponent,result
1,PHI,LOSS
2,IND,WIN
3,TEN,WIN
4,MIN,LOSS
5,LAR,WIN
6,ARI,WIN
7,HOU,WIN
8,JAX,WIN
9,DET,LOSS
11,CHI,WIN
12,SF,WIN
13,MIA,WIN
14,DET,LOSS
15,SEA,WIN
16,NO,WIN
17,MIN,LOSS
18,CHI,LOSS
