week,opponent,result
1,MIN,LOSS
2,WSH,LOSS
3,CLE,WIN
4,DAL,LOSS
5,SEA,WIN
6,CIN,LOSS
7,PHI,LOSS
8,PIT,LOSS
9,WSH,LOSS
10,CAR,LOSS
11,BYE,BYE
12,TB,LOSS
13,DAL,LOSS
14,NO,LOSS
15,BAL,LOSS
16,ATL,LOSS
17,IND,WIN
18,PHI,LOSS
