team,player,category,FUM,LOST
ARI,Zach Allen,fumbles,0,0
ARI,Andy Lee,fumbles,2,1
ATL,Colby Gossett,fumbles,0,0
ATL,Matt Ryan,fumbles,1,0
ATL,Mike Davis,fumbles,2,2
BAL,Bradley Bozeman,fumbles,1,0
BAL,Tyler Huntley,fumbles,1,1
BUF,Isaiah McKenzie,fumbles,1,0
BUF,Cole Beasley,fumbles,1,0
BUF,Matt Haack,fumbles,1,0
CAR,Sam Darnold,fumbles,1,1
CIN,Trayvon Henderson,fumbles,0,0
CIN,Brandon Allen,fumbles,1,0
CIN,Drew Sample,fumbles,0,0
CLE,Case Keenum,fumbles,1,1
CLE,A.J. Green III,fumbles,0,0
CLE,Donovan Peoples-Jones,fumbles,1,0
DEN,Melvin Gordon III,fumbles,1,1
DET,Ifeatu Melifonwu,fumbles,0,0
GB,Jordan Love,fumbles,1,0
GB,Juwann Winfree,fumbles,1,1
IND,Carson Wentz,fumbles,1,1
IND,Nyheim Hines,fumbles,1,0
IND,Isaiah Rodgers,fumbles,1,0
IND,Jonathan Taylor,fumbles,0,0
IND,Zaire Franklin,fumbles,0,0
JAX,DaVon Hamilton,fumbles,0,0
KC,Nick Bolton,fumbles,0,0
LAC,Andre Roberts,fumbles,1,1
LV,Derek Carr,fumbles,1,0
LV,Foster Moreau,fumbles,1,0
LV,Divine Deablo,fumbles,0,0
LV,Brandon Parker,fumbles,0,0
MIA,Sam Eguavoen,fumbles,0,0
MIA,Jaelan Phillips,fumbles,0,0
MIN,Kirk Cousins,fumbles,1,0
MIN,Brian O'Neill,fumbles,0,0
NE,Mac Jones,fumbles,1,1
NE,Jakobi Meyers,fumbles,1,1
NO,Alvin Kamara,fumbles,0,0
NO,Shy Tuttle,fumbles,0,0
NO,Trevor Siemian,fumbles,1,0
NO,Kwon Alexander,fumbles,1,0
NYG,Jake Fromm,fumbles,1,1
NYJ,Zach Wilson,fumbles,1,0
PIT,Henry Mondeaux,fumbles,0,0
SEA,Russell Wilson,fumbles,1,1
SEA,Cody Thompson,fumbles,0,0
SF,Tom Compton,fumbles,0,0
SF,Jimmy Garoppolo,fumbles,1,0
TB,Antoine Winfield Jr.,fumbles,0,0
TEN,Chester Rogers,fumbles,1,0
TEN,D'Onta Foreman,fumbles,1,0
WSH,Tim Settle,fumbles,0,0
WSH,Jonathan Williams,fumbles,0,0
WSH,Keith Ismael,fumbles,1,0
WSH,Taylor Heinicke,fumbles,1,0
