team,player,category,NO,YDS,AVG,TB,In 20,LONG
KC,Harrison Butker,punting,1,31,31.0,0,1,31
KC,Johnny Townsend,punting,2,91,45.5,0,0,50
KC,Tommy Townsend,punting,37,1746,45.43,3,20,68
