team,player,category,REC,YDS,AVG,TD,LONG,TGTS
KC,Blake Bell,receiving,9,87,6.37,0,24,13
KC,Byron Pringle,receiving,42,568,14.91,5,40,60
KC,Clyde Edwards-Helaire,receiving,19,129,6.86,2,29,23
KC,Darrel Williams,receiving,47,452,8.65,2,38,57
KC,Demarcus Robinson,receiving,25,264,9.4,3,33,41
KC,Derrick Gore,receiving,8,105,8.8,0,50,9
KC,Jerick McKinnon,receiving,13,107,8.2,1,14,20
KC,Jody Fortson,receiving,5,47,10.88,2,27,5
KC,Josh Gordon,receiving,5,32,3.06,1,11,14
KC,Marcus Kemp,receiving,2,24,4.8,0,16,5
KC,Mecole Hardman Jr.,receiving,59,693,13.86,2,53,83
KC,Michael Burton,receiving,3,31,10.5,0,20,3
KC,Mike Remmers,receiving,1,-2,-2.0,0,-2,1
KC,Noah Gray,receiving,7,36,4.29,1,8,10
KC,Travis Kelce,receiving,92,1125,11.31,9,69,134
KC,Tyreek Hill,receiving,111,1239,10.26,9,75,159
