team,player,category,YDS,AVG,TD,INT,SACKS,QBR,RTG,COMP,ATT
NYJ,Austin McNamara,passing,3,3.0,0,0,0.0,,79.2,1,1
NYJ,Brady Cook,passing,739,4.68,2,7,0.0,19.08,56.16,88,153
NYJ,Breece Hall,passing,4,4.0,1,0,0.0,100.0,122.9,1,1
NYJ,Isaiah Williams,passing,0,0.0,0,0,0.0,1.6,39.6,0,1
NYJ,Justin Fields,passing,1259,5.6,7,1,0.0,38.21,81.03,128,204
NYJ,Tyrod Taylor,passing,779,5.15,5,5,0.0,50.15,64.85,80,134
