team,player,category,REC,YDS,AVG,TD,LONG,TGTS
NYJ,Adonai Mitchell,receiving,24,301,12.39,2,52,58
NYJ,Allen Lazard,receiving,10,70,6.17,1,10,18
NYJ,Andrew Beck,receiving,6,45,6.43,2,17,9
NYJ,Arian Smith,receiving,7,52,5.1,0,23,16
NYJ,Braelon Allen,receiving,2,17,4.25,0,12,3
NYJ,Breece Hall,receiving,36,350,10.01,1,42,48
NYJ,Garrett Wilson,receiving,36,395,9.19,4,33,59
NYJ,Isaiah Davis,receiving,21,186,6.09,0,26,28
NYJ,Isaiah Williams,receiving,26,193,6.19,0,25,36
NYJ,Jelani Woods,receiving,1,4,2.0,0,4,3
NYJ,Jeremy Ruckert,receiving,23,179,7.98,1,24,29
NYJ,John Metchie III,receiving,29,256,8.09,2,22,44
NYJ,Josh Reynolds,receiving,11,101,7.34,0,13,21
NYJ,Justin Fields,receiving,0,0,0.0,0,0,1
NYJ,Kene Nwangwu,receiving,0,0,0.0,0,0,1
NYJ,Khalil Herbert,receiving,1,4,1.33,0,4,4
NYJ,Malachi Moore,receiving,1,3,3.0,0,3,1
NYJ,Mason Taylor,receiving,44,369,8.32,1,27,65
NYJ,Quentin Skinner,receiving,1,10,10.0,0,10,1
NYJ,Stone Smartt,receiving,7,52,5.27,0,17,9
NYJ,Tyler Johnson,receiving,12,197,9.2,1,35,18
