week,opponent,result
1,ATL,WIN
2,DEN,WIN
3,LAC,WIN
4,IND,LOSS
5,DAL,LOSS
6,LV,WIN
7,NYJ,WIN
8,NYG,WIN
10,WSH,WIN
11,BAL,WIN
12,CLE,LOSS
13,CIN,WIN
14,CLE,WIN
15,PHI,LOSS
16,BAL,LOSS
17,KC,LOSS
18,CIN,LOSS
