team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Emari Demercado,rushing,2,2,1.0,0,2
ARI,Keaontay Ingram,rushing,5,13,2.6,0,8
ARI,Rondale Moore,rushing,3,54,18.0,1,45
ARI,Joshua Dobbs,rushing,6,55,9.2,0,44
ARI,James Conner,rushing,14,98,7.0,1,26
ATL,Bijan Robinson,rushing,10,33,3.3,0,11
ATL,Kyle Pitts Sr.,rushing,1,-4,-4.0,0,-4
ATL,Desmond Ridder,rushing,2,3,1.5,0,2
ATL,Tyler Allgeier,rushing,7,12,1.7,0,5
BAL,Kenyan Drake,rushing,1,0,0.0,0,0
BAL,Zay Flowers,rushing,1,2,2.0,0,2
BAL,Lamar Jackson,rushing,14,101,7.2,2,16
BAL,Gus Edwards,rushing,11,51,4.6,0,14
BAL,Melvin Gordon III,rushing,10,32,3.2,0,15
BUF,Gabe Davis,rushing,1,-2,-2.0,0,-2
BUF,Kyle Allen,rushing,2,-2,-1.0,0,-1
BUF,Latavius Murray,rushing,5,15,3.0,1,7
BUF,Deonte Harty,rushing,2,-2,-1.0,0,1
BUF,Damien Harris,rushing,5,15,3.0,0,7
BUF,Josh Allen,rushing,3,46,15.3,1,23
BUF,James Cook III,rushing,15,98,6.5,0,34
CAR,Miles Sanders,rushing,9,24,2.7,1,15
CAR,Andy Dalton,rushing,2,11,5.5,0,10
CAR,Laviska Shenault Jr.,rushing,2,7,3.5,0,5
CAR,Chuba Hubbard,rushing,1,2,2.0,0,2
CHI,Justin Fields,rushing,11,47,4.3,0,17
CHI,Roschon Johnson,rushing,8,38,4.8,0,11
CHI,Khalil Herbert,rushing,7,31,4.4,0,11
CIN,Trayveon Williams,rushing,1,4,4.0,0,4
CIN,Joe Mixon,rushing,19,65,3.4,1,14
CIN,Joe Burrow,rushing,3,-2,-0.7,0,0
CLE,Marquise Goodwin,rushing,1,1,1.0,0,1
CLE,Elijah Moore,rushing,3,-1,-0.3,0,2
CLE,Harrison Bryant,rushing,2,4,2.0,0,2
CLE,Kareem Hunt,rushing,5,13,2.6,0,5
CLE,Deshaun Watson,rushing,4,16,4.0,0,10
CLE,Jerome Ford,rushing,10,18,1.8,1,9
CLE,Pierre Strong Jr.,rushing,6,27,4.5,0,9
DAL,Hunter Luepke,rushing,1,9,9.0,0,9
DAL,Rico Dowdle,rushing,4,21,5.3,0,10
DAL,Dak Prescott,rushing,3,24,8.0,0,13
DAL,Tony Pollard,rushing,23,122,5.3,0,31
DAL,CeeDee Lamb,rushing,2,9,4.5,0,9
DEN,Samaje Perine,rushing,3,9,3.0,0,3
DEN,Jaleel McLaughlin,rushing,5,15,3.0,0,7
DEN,Javonte Williams,rushing,11,42,3.8,0,16
DEN,Marvin Mims Jr.,rushing,1,3,3.0,0,3
DET,Jason Cabinda,rushing,1,0,0.0,0,0
DET,Bam Knight,rushing,3,13,4.3,0,8
DET,Craig Reynolds,rushing,4,15,3.8,0,8
DET,Jahmyr Gibbs,rushing,17,80,4.7,0,21
DET,Jared Goff,rushing,5,3,0.6,1,3
DET,Amon-Ra St. Brown,rushing,1,4,4.0,0,4
GB,AJ Dillon,rushing,11,33,3.0,0,14
GB,Keisean Nixon,rushing,1,11,11.0,0,11
GB,Emanuel Wilson,rushing,2,6,3.0,0,4
