team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Joshua Dobbs,passing,189,9.0,1,0,2,17,21
ATL,Desmond Ridder,passing,201,5.3,0,0,7,21,38
BAL,Lamar Jackson,passing,202,6.5,0,0,4,22,31
BUF,Josh Allen,passing,218,6.8,1,1,0,20,32
CAR,Andy Dalton,passing,361,6.2,2,0,3,34,58
CHI,Justin Fields,passing,99,4.5,1,1,3,11,22
CIN,Joe Burrow,passing,259,5.3,0,1,2,26,49
CLE,Deshaun Watson,passing,289,8.8,2,0,3,27,33
DAL,Dak Prescott,passing,249,6.2,1,1,2,25,40
DEN,Russell Wilson,passing,306,8.1,1,1,1,23,38
DET,Jared Goff,passing,243,7.4,1,1,0,22,33
GB,Jordan Love,passing,259,5.9,1,1,1,22,44
HOU,C.J. Stroud,passing,280,9.3,2,0,0,20,30
IND,Gardner Minshew II,passing,227,5.2,1,0,5,27,44
JAX,C.J. Beathard,passing,9,4.5,0,0,0,2,2
JAX,Trevor Lawrence,passing,279,7.0,1,1,0,27,40
KC,Blaine Gabbert,passing,31,6.2,0,2,0,3,5
KC,Patrick Mahomes,passing,272,8.2,3,0,0,24,33
LAC,Keenan Allen,passing,49,49.0,1,0,0,1,1
LAC,Justin Herbert,passing,405,8.6,3,0,1,40,47
LAR,Matthew Stafford,passing,269,8.2,1,2,6,18,33
LV,Jimmy Garoppolo,passing,324,7.4,2,3,4,28,44
MIA,Mike White,passing,67,33.5,1,0,0,2,2
MIA,Tua Tagovailoa,passing,309,11.9,4,0,0,23,26
MIN,Kirk Cousins,passing,367,7.3,3,1,4,32,50
NE,Mac Jones,passing,201,6.9,1,0,0,15,29
NO,Derek Carr,passing,103,5.7,1,0,3,13,18
NO,Jameis Winston,passing,101,6.3,0,0,1,10,16
NYG,Tyrod Taylor,passing,0,0.0,0,0,0,0,1
NYG,Daniel Jones,passing,137,4.3,0,1,2,22,32
NYJ,Zach Wilson,passing,157,4.4,0,0,3,18,36
PHI,Jalen Hurts,passing,277,7.5,1,2,1,23,37
PIT,Kenny Pickett,passing,235,8.4,2,0,1,16,28
SEA,Geno Smith,passing,296,8.2,1,1,2,23,36
SF,Brock Purdy,passing,310,8.4,2,0,2,25,37
TB,Baker Mayfield,passing,146,5.8,1,1,2,15,25
TEN,Ryan Tannehill,passing,104,4.2,0,0,5,13,25
WSH,Sam Howell,passing,170,5.9,0,4,9,19,29
