week,opponent,result
1,CLE,WIN
2,NO,LOSS
3,BAL,LOSS
4,NYG,WIN
5,PIT,WIN
6,DET,LOSS
7,BYE,BYE
8,SF,LOSS
9,ATL,LOSS
10,PHI,LOSS
11,HOU,LOSS
12,WSH,WIN
13,NYG,WIN
14,CIN,LOSS
15,CAR,WIN
16,TB,WIN
17,PHI,LOSS
18,WSH,LOSS
