team,player,category,CAR,YDS,AVG,TD,LONG
SEA,Adrian Peterson,rushing,11,16,1.5,1,7
SEA,Alex Collins,rushing,108,411,5.47,2,25
SEA,Chris Carson,rushing,54,232,4.28,3,33
SEA,DK Metcalf,rushing,1,6,6.0,0,6
SEA,Dee Eskridge,rushing,4,59,16.0,0,30
SEA,DeeJay Dallas,rushing,33,138,3.96,2,15
SEA,Freddie Swain,rushing,5,32,6.4,0,11
SEA,Geno Smith,rushing,9,42,3.68,1,12
SEA,Gerald Everett,rushing,3,20,6.67,0,13
SEA,Rashaad Penny,rushing,119,749,5.46,6,62
SEA,Russell Wilson,rushing,43,183,4.39,2,17
SEA,Travis Homer,rushing,21,177,8.1,1,73
SEA,Tyler Lockett,rushing,2,9,4.5,0,7
