team,player,category,REC,YDS,AVG,TD,LONG,TGTS
SEA,Alex Collins,receiving,9,87,8.21,0,28,10
SEA,Chris Carson,receiving,6,29,3.57,0,16,6
SEA,Colby Parkinson,receiving,5,33,5.2,0,12,8
SEA,DK Metcalf,receiving,75,967,14.47,12,84,129
SEA,Dee Eskridge,receiving,10,64,3.84,1,17,20
SEA,DeeJay Dallas,receiving,21,133,6.36,0,29,23
SEA,Freddie Swain,receiving,25,343,11.38,4,68,40
SEA,Gerald Everett,receiving,48,478,10.36,4,41,63
SEA,Nick Bellore,receiving,1,4,4.0,0,4,1
SEA,Penny Hart,receiving,7,59,5.5,0,16,12
SEA,Phillip Dorsett II,receiving,1,3,3.0,0,3,1
SEA,Rashaad Penny,receiving,6,48,7.6,0,27,8
SEA,Travis Homer,receiving,16,161,12.4,0,31,20
SEA,Tyler Lockett,receiving,73,1175,15.99,8,69,107
SEA,Will Dissly,receiving,21,231,11.86,1,39,26
