team,player,category,FUM,LOST
SEA,Adrian Peterson,fumbles,1,0
SEA,Alex Collins,fumbles,1,1
SEA,Chris Carson,fumbles,1,1
SEA,Cody Thompson,fumbles,0,0
SEA,D.J. Reed,fumbles,0,0
SEA,DK Metcalf,fumbles,1,0
SEA,Dee Eskridge,fumbles,0,0
SEA,DeeJay Dallas,fumbles,1,0
SEA,Ethan Pocic,fumbles,0,0
SEA,Freddie Swain,fumbles,1,0
SEA,Geno Smith,fumbles,1,1
SEA,Gerald Everett,fumbles,2,2
SEA,Jon Rhattigan,fumbles,0,0
SEA,Jordyn Brooks,fumbles,0,0
SEA,Kerry Hyder Jr.,fumbles,0,0
SEA,Russell Wilson,fumbles,6,1
SEA,Travis Homer,fumbles,0,0
SEA,Ugo Amadi,fumbles,1,0
SEA,Will Dissly,fumbles,1,0
