team,player,category,REC,YDS,AVG,TD,LONG,TGTS
CHI,Allen Robinson,receiving,38,410,11.03,1,39,66
CHI,Cole Kmet,receiving,60,612,9.63,0,25,93
CHI,Damien Williams,receiving,16,103,4.83,1,23,23
CHI,Damiere Byrd,receiving,26,329,12.33,1,54,38
CHI,Darnell Mooney,receiving,81,1055,13.67,4,64,140
CHI,David Montgomery,receiving,42,301,7.62,0,16,51
CHI,Dazz Newsome,receiving,2,23,7.67,0,13,5
CHI,Isaiah Coulter,receiving,0,0,0.0,0,0,1
CHI,Jakeem Grant Sr.,receiving,9,139,19.23,2,46,15
CHI,Jesper Horsted,receiving,2,21,7.0,2,19,3
CHI,Jesse James,receiving,7,62,5.85,1,19,8
CHI,Jimmy Graham,receiving,14,167,10.0,3,28,23
CHI,Khalil Herbert,receiving,14,96,6.9,0,20,16
CHI,Marquise Goodwin,receiving,20,313,11.38,1,50,40
CHI,Rodney Adams,receiving,0,0,0.0,0,0,1
CHI,Ryan Nall,receiving,1,4,4.0,0,4,1
