team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
CHI,Andy Dalton,passing,1515,6.58,8,9,18,149,236
CHI,David Montgomery,passing,0,0.0,0,1,0,0,1
CHI,Justin Fields,passing,1870,6.74,7,10,36,159,270
CHI,Nick Foles,passing,250,7.1,1,0,4,24,35
