team,player,category,FUM,LOST
SF,Alex Mack,fumbles,1,0
SF,Azeez Al-Shaair,fumbles,0,0
SF,Brandon Aiyuk,fumbles,2,1
SF,Deebo Samuel,fumbles,4,2
SF,Dontae Johnson,fumbles,0,0
SF,Emmanuel Moseley,fumbles,0,0
SF,Fred Warner,fumbles,0,0
SF,George Kittle,fumbles,2,1
SF,JaMycal Hasty,fumbles,2,1
SF,Jauan Jennings,fumbles,1,0
SF,Jeff Wilson Jr.,fumbles,1,0
SF,Jimmy Garoppolo,fumbles,8,3
SF,River Cracraft,fumbles,0,0
SF,Tom Compton,fumbles,0,0
SF,Travis Benjamin,fumbles,1,1
SF,Trent Sherfield,fumbles,0,0
SF,Trenton Cannon,fumbles,1,1
