team,player,category,CAR,YDS,AVG,TD,LONG
SF,Brandon Aiyuk,rushing,5,17,3.4,0,8
SF,Deebo Samuel,rushing,59,365,5.85,8,49
SF,Elijah Mitchell,rushing,207,963,4.71,5,39
SF,George Kittle,rushing,3,20,6.67,0,9
SF,JaMycal Hasty,rushing,16,68,4.28,1,21
SF,Jacques Patrick,rushing,2,12,6.0,0,8
SF,Jeff Wilson Jr.,rushing,79,294,3.43,2,17
SF,Jimmy Garoppolo,rushing,38,51,1.58,3,7
SF,Kyle Juszczyk,rushing,8,22,2.7,1,6
SF,Raheem Mostert,rushing,2,20,10.0,0,11
SF,Trenton Cannon,rushing,1,-1,-1.0,0,-1
SF,Trey Lance,rushing,38,168,3.07,1,15
SF,Trey Sermon,rushing,41,167,5.2,1,16
