team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
SF,Deebo Samuel,passing,24,12.0,1,0,0,1,2
SF,Jimmy Garoppolo,passing,3810,8.79,20,12,29,301,441
SF,Trey Lance,passing,603,7.78,5,2,4,41,71
