team,player,category,REC,YDS,AVG,TD,LONG,TGTS
SF,Brandon Aiyuk,receiving,56,826,15.34,5,43,84
SF,Charlie Woerner,receiving,5,52,9.25,0,27,6
SF,Deebo Samuel,receiving,77,1405,17.94,6,83,121
SF,Elijah Mitchell,receiving,19,137,7.02,1,14,20
SF,George Kittle,receiving,71,910,13.14,6,48,94
SF,JaMycal Hasty,receiving,23,157,7.5,0,23,29
SF,Jauan Jennings,receiving,24,282,8.6,5,34,38
SF,Jeff Wilson Jr.,receiving,7,31,4.62,0,11,8
SF,Kyle Juszczyk,receiving,30,296,9.09,1,26,38
SF,Mohamed Sanu,receiving,15,177,9.75,0,21,24
SF,Ross Dwelley,receiving,4,51,12.83,1,21,5
SF,Travis Benjamin,receiving,0,0,0.0,0,0,5
SF,Trent Sherfield,receiving,9,87,7.5,1,18,20
SF,Trent Williams,receiving,0,0,0.0,0,0,1
SF,Trey Sermon,receiving,3,26,12.25,0,23,4
