team,player,category,FUM,LOST
ARI,James Conner,fumbles,0,0
ARI,Kyler Murray,fumbles,1,0
ARI,Antonio Hamilton Sr.,fumbles,1,1
BAL,Mark Andrews,fumbles,1,0
BUF,Quintin Morris,fumbles,0,0
BUF,Rasul Douglas,fumbles,0,0
BUF,Stefon Diggs,fumbles,1,0
CAR,Adam Thielen,fumbles,1,0
CAR,Bryce Young,fumbles,1,1
CHI,Tyler Scott,fumbles,1,1
CHI,Justin Fields,fumbles,1,0
CHI,DeMarquis Gates,fumbles,0,0
DAL,Donovan Wilson,fumbles,0,0
DEN,Ja'Quan McMillian,fumbles,0,0
DEN,Josey Jewell,fumbles,0,0
DEN,Samaje Perine,fumbles,1,0
DET,Craig Reynolds,fumbles,1,1
DET,Alex Anzalone,fumbles,0,0
GB,Keisean Nixon,fumbles,1,0
GB,Rashan Gary,fumbles,0,0
GB,Zach Tom,fumbles,0,0
GB,Jordan Love,fumbles,2,0
HOU,Ka'dar Hollman,fumbles,0,0
JAX,Ross Matiscik,fumbles,0,0
JAX,Foyesade Oluokun,fumbles,0,0
KC,Travis Kelce,fumbles,1,1
LAC,Justin Herbert,fumbles,1,0
LAC,Austin Ekeler,fumbles,1,1
LV,Marcus Epps,fumbles,0,0
LV,Divine Deablo,fumbles,0,0
MIA,Tua Tagovailoa,fumbles,1,1
MIA,Julian Hill,fumbles,1,1
MIN,Alexander Mattison,fumbles,1,1
MIN,Joshua Dobbs,fumbles,3,1
NYG,Gervarrius Owens,fumbles,0,0
NYG,Xavier McKinney,fumbles,0,0
NYG,Micah McFadden,fumbles,0,0
NYJ,Xavier Gipson,fumbles,1,1
NYJ,Garrett Wilson,fumbles,1,1
PHI,Jalen Hurts,fumbles,1,0
PHI,Nicholas Morrow,fumbles,0,0
SF,Clelin Ferrell,fumbles,0,0
TB,Jake Camarda,fumbles,1,0
TB,Baker Mayfield,fumbles,1,1
TEN,Eric Garror,fumbles,1,1
TEN,Will Levis,fumbles,1,1
WSH,Logan Thomas,fumbles,1,1
WSH,Byron Pringle,fumbles,1,1
WSH,Chris Rodriguez Jr.,fumbles,1,1
WSH,Brian Robinson Jr.,fumbles,1,0
WSH,Jamison Crowder,fumbles,0,0
