team,player,category,INT,YDS,TD
ATL,Casey Hayward,interceptions,1,0,0
ATL,Mykal Walker,interceptions,1,21,0
BAL,Marcus Williams,interceptions,2,0,0
BUF,Jordan Poyer,interceptions,1,0,0
BUF,Matt Milano,interceptions,1,43,1
DET,Will Harris,interceptions,1,0,0
GB,Jaire Alexander,interceptions,1,0,0
HOU,Christian Kirksey,interceptions,1,0,0
JAX,Devin Lloyd,interceptions,1,13,0
JAX,Rayshawn Jenkins,interceptions,1,10,0
JAX,Andre Cisco,interceptions,1,1,0
KC,Jaylen Watson,interceptions,1,99,1
LAR,Cobie Durant,interceptions,1,51,0
LAR,Jalen Ramsey,interceptions,1,25,0
LV,Amik Robertson,interceptions,1,7,0
MIN,Jordan Hicks,interceptions,1,19,0
NE,Jalen Mills,interceptions,1,13,0
NYJ,Ashtyn Davis,interceptions,1,14,0
PHI,Darius Slay,interceptions,2,19,0
PHI,Avonte Maddox,interceptions,1,2,0
PIT,Minkah Fitzpatrick,interceptions,1,13,0
SF,Tashaun Gipson Sr.,interceptions,1,14,0
SF,Charvarius Ward,interceptions,1,9,0
TB,Mike Edwards,interceptions,1,68,1
TB,Jamel Dean,interceptions,2,24,0
