team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,277,5.7,1,1,1,31,49
ATL,Marcus Mariota,passing,196,7.5,2,2,3,17,26
BAL,Lamar Jackson,passing,318,11.0,3,0,0,21,29
BUF,Case Keenum,passing,0,0.0,0,0,0,0,2
BUF,Josh Allen,passing,317,8.3,4,0,1,26,38
CAR,Baker Mayfield,passing,145,5.0,1,0,2,14,29
CHI,Justin Fields,passing,70,6.4,0,1,3,7,11
CIN,Joe Burrow,passing,199,5.5,1,0,6,24,36
CLE,Jacoby Brissett,passing,229,8.5,1,1,1,22,27
DAL,Cooper Rush,passing,235,7.6,1,0,1,19,31
DEN,Russell Wilson,passing,219,7.1,1,1,3,14,31
DET,Jared Goff,passing,256,7.5,4,0,3,20,34
GB,Aaron Rodgers,passing,234,9.4,2,0,3,19,25
HOU,Davis Mills,passing,177,4.7,0,0,3,19,38
IND,Matt Ryan,passing,195,6.5,0,3,5,16,30
JAX,Trevor Lawrence,passing,235,7.8,2,0,0,25,30
KC,Patrick Mahomes,passing,235,6.7,2,0,1,24,35
LAC,Justin Herbert,passing,334,7.0,3,1,2,33,48
LAR,Matthew Stafford,passing,272,7.6,3,2,1,27,36
LV,Derek Carr,passing,252,6.5,2,0,1,25,39
MIA,Tua Tagovailoa,passing,469,9.4,6,2,1,36,50
MIN,Kirk Cousins,passing,221,4.8,1,3,2,27,46
NE,Mac Jones,passing,252,7.2,1,1,0,21,35
NO,Jameis Winston,passing,236,5.9,1,3,6,25,40
NYG,Daniel Jones,passing,176,5.2,1,0,3,22,34
NYJ,Joe Flacco,passing,307,7.0,4,0,2,26,44
NYJ,Braden Mann,passing,17,17.0,0,0,0,1,1
PHI,Jalen Hurts,passing,333,10.7,1,1,3,26,31
PIT,Mitchell Trubisky,passing,168,5.1,1,1,3,21,33
SEA,DeeJay Dallas,passing,0,0.0,0,1,0,0,1
SEA,Geno Smith,passing,197,6.6,0,1,2,24,30
SF,Trey Lance,passing,30,10.0,0,0,0,2,3
SF,Jimmy Garoppolo,passing,154,7.3,1,0,1,13,21
TB,Tom Brady,passing,190,5.6,1,0,1,18,34
TEN,Ryan Tannehill,passing,117,5.9,0,2,2,11,20
TEN,Malik Willis,passing,6,1.5,0,0,0,1,4
WSH,Carson Wentz,passing,337,7.3,3,1,5,30,46
