team,player,category,REC,YDS,AVG,TD,LONG,TGTS
CHI,Cole Kmet,receiving,47,474,9.79,4,31,55
CHI,Collin Johnson,receiving,1,6,3.0,0,6,2
CHI,D'Andre Swift,receiving,42,386,8.42,0,42,52
CHI,DJ Moore,receiving,98,966,9.84,6,44,140
CHI,DeAndre Carter,receiving,9,72,7.2,0,14,14
CHI,Gerald Everett,receiving,8,36,2.72,0,17,13
CHI,Keenan Allen,receiving,70,744,10.49,7,45,121
CHI,Khalil Herbert,receiving,2,4,2.0,0,2,2
CHI,Marcedes Lewis,receiving,1,2,2.0,0,2,1
CHI,Rome Odunze,receiving,54,734,13.58,3,47,101
CHI,Roschon Johnson,receiving,16,104,7.24,0,17,20
CHI,Travis Homer,receiving,3,11,3.7,0,6,3
CHI,Tyler Scott,receiving,1,5,5.0,0,5,1
CHI,Velus Jones Jr.,receiving,1,8,8.0,0,8,1
