team,player,category,REC,YDS,AVG,TD,LONG,TGTS
PIT,Aaron Rodgers,receiving,1,-9,-9.0,0,-9,1
PIT,Adam Thielen,receiving,11,117,8.92,0,28,17
PIT,Ben Skowronek,receiving,4,69,11.5,1,22,6
PIT,Calvin Austin III,receiving,31,372,10.99,3,31,55
PIT,Connor Heyward,receiving,3,21,5.25,1,12,4
PIT,DK Metcalf,receiving,59,850,13.63,6,80,99
PIT,Darnell Washington,receiving,31,364,11.08,1,36,43
PIT,Jaylen Warren,receiving,40,333,7.61,2,65,45
PIT,Jonnu Smith,receiving,38,222,4.78,2,21,54
PIT,Kaleb Johnson,receiving,1,9,4.5,0,9,2
PIT,Kenny Gainwell,receiving,73,486,6.22,3,45,85
PIT,Marquez Valdes-Scantling,receiving,10,80,7.76,1,19,21
PIT,Pat Freiermuth,receiving,41,486,11.39,4,68,54
PIT,Roman Wilson,receiving,12,166,9.39,2,45,20
PIT,Scotty Miller,receiving,9,62,5.62,0,15,14
PIT,Spencer Anderson,receiving,1,4,4.0,0,4,1
