team,player,category,REC,YDS,AVG,TD,LONG,TGTS
HOU,Andrew Beck,receiving,11,55,5.0,2,26,13
HOU,Brevin Jordan,receiving,17,219,12.22,2,27,21
HOU,C.J. Stroud,receiving,1,0,0.0,0,0,1
HOU,Dalton Schultz,receiving,59,635,9.96,5,31,88
HOU,Dameon Pierce,receiving,13,101,8.42,0,27,17
HOU,Dare Ogunbowale,receiving,2,18,4.5,0,14,7
HOU,Devin Singletary,receiving,30,193,5.19,0,41,38
HOU,Eric Saubert,receiving,3,12,4.0,0,5,3
HOU,John Metchie III,receiving,16,158,9.21,0,22,30
HOU,Mike Boone,receiving,7,40,6.25,0,12,9
HOU,Nico Collins,receiving,80,1297,15.31,8,75,109
HOU,Noah Brown,receiving,33,567,12.53,2,75,55
HOU,Robert Woods,receiving,40,426,10.08,1,26,75
HOU,Steven Sims,receiving,3,25,6.25,0,23,3
HOU,Tank Dell,receiving,47,709,14.78,7,68,75
HOU,Teagan Quitoriano,receiving,2,33,11.0,0,22,3
HOU,Xavier Hutchinson,receiving,8,90,8.72,0,34,19
