team,player,category,CAR,YDS,AVG,TD,LONG
HOU,Andrew Beck,rushing,5,3,0.5,1,2
HOU,C.J. Stroud,rushing,39,167,3.32,3,16
HOU,Cameron Johnston,rushing,1,-23,-23.0,0,-23
HOU,Case Keenum,rushing,2,1,0.5,0,1
HOU,Dameon Pierce,rushing,145,416,2.75,2,22
HOU,Dare Ogunbowale,rushing,8,35,4.92,0,17
HOU,Davis Mills,rushing,2,9,4.5,0,9
HOU,Devin Singletary,rushing,216,898,3.96,4,24
HOU,John Metchie III,rushing,1,4,4.0,0,4
HOU,Mike Boone,rushing,5,23,4.6,0,11
HOU,Nico Collins,rushing,1,7,7.0,0,7
HOU,Noah Brown,rushing,1,-1,-1.0,0,-1
HOU,Robert Woods,rushing,1,7,7.0,0,7
HOU,Steven Sims,rushing,1,1,1.0,0,1
HOU,Tank Dell,rushing,11,51,5.92,0,13
HOU,Xavier Hutchinson,rushing,5,49,10.38,0,17
