team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
HOU,Dare Ogunbowale,kicking,100.0,29,3,1,1,0,0
HOU,Ka'imi Fairbairn,kicking,80.58,54,102,27,28,21,22
HOU,Matt Ammendola,kicking,40.0,45,28,6,9,10,11
