team,player,category,TOT,SOLO,SACKS,TFL,PD,QB HTS,TD
NO,Alontae Taylor,defensive,83,59,2.0,7,11,3,0
NO,Alvin Kamara,defensive,1,1,0.0,0,0,0,0
NO,Audric Estime,defensive,1,1,0.0,0,0,0,0
NO,Blake Grupe,defensive,1,1,0.0,0,0,0,0
NO,Bryan Bresee,defensive,37,15,2.5,5,3,8,0
NO,Cameron Jordan,defensive,47,32,10.5,15,2,15,0
NO,Carl Granderson,defensive,57,35,6.0,11,4,9,0
NO,Chase Young,defensive,38,22,10.0,11,4,15,1
NO,Chris Olave,defensive,1,1,0.0,0,0,0,0
NO,Chris Rumph II,defensive,47,24,2.0,3,1,4,0
NO,Danny Stutsman,defensive,53,25,0.0,0,0,0,0
NO,Davon Godchaux,defensive,43,14,0.0,2,0,1,0
NO,Demario Davis,defensive,143,64,0.5,6,3,2,0
NO,Devaughn Vele,defensive,1,1,0.0,0,0,0,0
NO,Devin Neal,defensive,1,1,0.0,0,0,0,0
NO,Dillon Radunz,defensive,1,1,0.0,0,0,0,0
NO,Eku Leota,defensive,1,0,0.0,0,0,0,0
NO,Isaac Yiadom,defensive,26,19,0.0,1,0,0,0
NO,Isaiah Stalbird,defensive,25,12,2.0,2,1,3,0
NO,Jack Stoll,defensive,2,2,0.0,0,0,0,0
NO,Jaylan Ford,defensive,11,5,0.0,0,0,0,0
NO,John Ridgeway III,defensive,11,3,0.0,1,0,1,0
NO,Jonah Williams,defensive,18,8,3.0,5,0,5,0
NO,Jonas Sanker,defensive,80,46,0.0,3,6,0,0
NO,Jonathan Bullard,defensive,26,12,0.0,4,2,0,0
NO,Jordan Howden,defensive,29,18,0.0,1,0,0,1
NO,Julian Blackmon,defensive,7,4,0.0,0,1,0,0
NO,Justin Reid,defensive,72,37,0.5,2,6,1,1
NO,Khristian Boyd,defensive,4,1,0.0,0,0,1,0
NO,Kool-Aid McKinstry,defensive,76,59,0.0,3,17,0,0
NO,Michael Davis,defensive,4,2,0.0,0,0,0,0
NO,Nathan Shepherd,defensive,47,23,3.0,4,0,13,0
NO,Pete Werner,defensive,81,50,2.0,4,5,3,0
NO,Quincy Riley,defensive,35,29,0.0,0,10,0,0
NO,Rashid Shaheed,defensive,1,1,0.0,0,0,0,0
NO,Ronnie Bell,defensive,1,0,0.0,0,0,0,0
NO,Spencer Rattler,defensive,1,1,0.0,0,0,0,0
NO,Taliese Fuaga,defensive,1,1,0.0,0,0,0,0
NO,Taysom Hill,defensive,3,3,0.0,0,0,0,0
NO,Terrell Burgess,defensive,22,10,0.0,0,3,0,0
NO,Tyler Shough,defensive,1,1,0.0,0,0,0,0
NO,Velus Jones Jr.,defensive,3,1,0.0,0,0,0,0
NO,Vernon Broughton,defensive,3,0,0.0,0,0,0,0
NO,Zach Wood,defensive,2,1,0.0,0,0,0,0
