team,player,category,INT,YDS,TD
NO,Alontae Taylor,interceptions,2,21,0
NO,Carl Granderson,interceptions,1,0,0
NO,Jonas Sanker,interceptions,2,29,0
NO,Justin Reid,interceptions,1,49,1
NO,Kool-Aid McKinstry,interceptions,3,0,0
NO,Quincy Riley,interceptions,1,0,0
