team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
NO,Blake Grupe,kicking,66.67,54,69,18,26,15,15
NO,Charlie Smyth,kicking,75.0,57,49,12,16,13,13
