team,player,category,REC,YDS,AVG,TD,LONG,TGTS
NO,Alvin Kamara,receiving,33,186,6.18,0,26,39
NO,Audric Estime,receiving,12,103,7.82,0,19,13
NO,Brandin Cooks,receiving,19,165,9.03,0,21,25
NO,Chris Olave,receiving,100,1163,12.16,9,62,156
NO,Dante Pettis,receiving,9,127,10.92,0,32,11
NO,Devaughn Vele,receiving,25,293,10.94,2,17,39
NO,Devin Neal,receiving,17,104,5.94,0,18,19
NO,Evan Hull,receiving,1,6,6.0,0,6,1
NO,Foster Moreau,receiving,7,59,6.36,0,16,10
NO,Jack Stoll,receiving,6,46,4.44,1,13,11
NO,Juwan Johnson,receiving,77,889,11.79,3,52,102
NO,Kendre Miller,receiving,5,30,6.38,0,11,5
NO,Kevin Austin Jr.,receiving,13,140,8.46,1,36,23
NO,Mason Tipton,receiving,11,76,4.38,0,12,17
NO,Moliki Matavao,receiving,2,10,5.0,0,6,2
NO,Rashid Shaheed,receiving,44,499,12.02,2,87,66
NO,Ronnie Bell,receiving,2,23,11.5,1,16,4
NO,Samori Toure,receiving,1,3,3.0,0,3,3
NO,Spencer Rattler,receiving,1,0,0.0,0,0,2
NO,Taysom Hill,receiving,11,91,5.24,0,17,16
NO,Zaire Mitchell-Paden,receiving,1,14,14.0,0,14,1
