week,opponent,result
1,CIN,WIN
2,PIT,LOSS
3,TEN,WIN
4,BAL,LOSS
5,BYE,BYE
6,SF,WIN
7,IND,WIN
8,SEA,LOSS
9,ARI,WIN
10,BAL,WIN
11,PIT,WIN
12,DEN,LOSS
13,LAR,LOSS
14,JAX,WIN
15,CHI,WIN
16,HOU,WIN
17,NYJ,WIN
18,CIN,LOSS
