week,opponent,result
1,NE,WIN
2,LAC,LOSS
3,WSH,LOSS
4,CHI,LOSS
5,IND,LOSS
6,TEN,WIN
7,KC,LOSS
9,JAX,LOSS
10,DEN,LOSS
11,DAL,LOSS
12,CLE,LOSS
13,LAC,LOSS
14,DEN,LOSS
15,PHI,LOSS
16,HOU,LOSS
17,NYG,LOSS
18,KC,WIN
