week,opponent,result
1,DEN,LOSS
2,LAR,LOSS
3,IND,LOSS
4,HOU,LOSS
5,ARI,WIN
6,LV,LOSS
7,NE,LOSS
8,IND,LOSS
9,LAC,LOSS
11,HOU,LOSS
12,SEA,LOSS
13,JAX,LOSS
14,CLE,WIN
15,SF,LOSS
16,KC,WIN
17,NO,LOSS
18,JAX,LOSS
