team,player,category,FUM,LOST
ARI,J.J. Watt,fumbles,0,0
ARI,Trey McBride,fumbles,1,0
ARI,Colt McCoy,fumbles,1,0
ARI,James Conner,fumbles,0,0
BUF,Josh Allen,fumbles,1,1
BUF,Devin Singletary,fumbles,1,1
CHI,Justin Fields,fumbles,1,0
CLE,Ethan Pocic,fumbles,1,0
CLE,Jacoby Brissett,fumbles,0,0
CLE,Nick Chubb,fumbles,1,1
DAL,Peyton Hendershot,fumbles,1,0
DAL,Jayron Kearse,fumbles,0,0
DAL,Sean McKeon,fumbles,0,0
DAL,Luke Gifford,fumbles,0,0
DEN,Mike Purcell,fumbles,0,0
DEN,Quinn Bailey,fumbles,0,0
DEN,Russell Wilson,fumbles,3,0
DET,Jared Goff,fumbles,1,0
DET,Kalif Raymond,fumbles,0,0
GB,Aaron Rodgers,fumbles,1,1
GB,Amari Rodgers,fumbles,1,1
GB,Aaron Jones Sr.,fumbles,1,0
HOU,Davis Mills,fumbles,0,0
HOU,Dameon Pierce,fumbles,1,1
HOU,Scott Quessenberry,fumbles,1,0
IND,Michael Pittman Jr.,fumbles,1,0
IND,Keke Coutee,fumbles,1,1
JAX,Devin Lloyd,fumbles,0,0
JAX,Adam Gotsis,fumbles,0,0
KC,Isiah Pacheco,fumbles,1,1
KC,Jody Fortson,fumbles,1,1
KC,Patrick Mahomes,fumbles,1,0
LAC,Asante Samuel Jr.,fumbles,0,0
LAC,Justin Herbert,fumbles,1,0
LAC,Jamaree Salyer,fumbles,0,0
LAR,Darrell Henderson Jr.,fumbles,0,0
LAR,John Wolford,fumbles,2,1
LV,Jayon Brown,fumbles,0,0
MIA,Robert Hunt,fumbles,1,0
MIA,Tua Tagovailoa,fumbles,0,0
MIA,Xavien Howard,fumbles,0,0
MIN,Cam Bynum,fumbles,0,0
MIN,Dalvin Cook,fumbles,0,0
MIN,Eric Kendricks,fumbles,0,0
MIN,Kirk Cousins,fumbles,2,0
NO,Andy Dalton,fumbles,2,0
NYG,Jaylon Smith,fumbles,0,0
PHI,Dallas Goedert,fumbles,1,1
PHI,Quez Watkins,fumbles,1,1
PHI,Marlon Tuipulotu,fumbles,0,0
PHI,DeVonta Smith,fumbles,1,1
PIT,Najee Harris,fumbles,1,0
PIT,Chukwuma Okorafor,fumbles,0,0
SEA,Geno Smith,fumbles,1,1
SF,Brandon Aiyuk,fumbles,1,1
TB,Anthony Nelson,fumbles,0,0
TEN,C.J. Board,fumbles,1,0
TEN,Malik Willis,fumbles,1,1
WSH,Taylor Heinicke,fumbles,1,1
WSH,Tyler Larsen,fumbles,1,0
WSH,Casey Toohill,fumbles,0,0
WSH,Darrick Forrest,fumbles,0,0
WSH,Jamin Davis,fumbles,0,0
