team,player,category,REC,YDS,AVG,TD,LONG,TGTS
NYJ,Austin Walter,receiving,2,9,2.25,0,11,3
NYJ,Braxton Berrios,receiving,46,431,9.31,2,46,65
NYJ,Conor McDermott,receiving,1,1,1.0,1,1,1
NYJ,Corey Davis,receiving,34,492,13.37,4,53,59
NYJ,D.J. Montgomery,receiving,3,36,12.0,0,14,6
NYJ,Daniel Brown,receiving,2,29,14.5,0,24,2
NYJ,Denzel Mims,receiving,8,133,10.15,0,40,23
NYJ,Elijah Moore,receiving,43,538,9.9,5,62,77
NYJ,Jamison Crowder,receiving,51,447,8.84,2,29,71
NYJ,Jeff Smith,receiving,8,113,10.79,0,35,17
NYJ,Keelan Cole Sr.,receiving,28,449,14.73,1,54,51
NYJ,Kenny Yeboah,receiving,2,36,9.0,0,24,3
NYJ,Michael Carter,receiving,36,325,8.32,0,23,55
NYJ,Nick Bawden,receiving,1,20,20.0,0,20,1
NYJ,Ryan Griffin,receiving,27,261,10.0,2,29,42
NYJ,Tarik Black,receiving,1,10,10.0,0,10,2
NYJ,Tevin Coleman,receiving,11,49,3.04,0,11,16
NYJ,Trevon Wesco,receiving,3,35,6.75,0,19,5
NYJ,Ty Johnson,receiving,34,372,9.06,2,23,55
NYJ,Tyler Kroft,receiving,16,173,9.32,1,26,25
NYJ,Vyncint Smith,receiving,0,0,0.0,0,0,1
NYJ,Zach Wilson,receiving,0,0,0.0,0,0,1
