team,player,category,INT,YDS,TD
NYJ,Ashtyn Davis,interceptions,2,18,0
NYJ,Brandin Echols,interceptions,2,50,1
NYJ,John Franklin-Myers,interceptions,1,32,0
NYJ,Shaq Lawson,interceptions,1,1,0
NYJ,Sharrod Neasman,interceptions,1,13,0
