team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
NYJ,Alex Kessman,kicking,0.0,0,0,0,0,0,2
NYJ,Eddy Pineiro,kicking,100.0,51,33,8,8,9,10
NYJ,Matt Ammendola,kicking,70.44,49,53,13,19,14,15
