team,player,category,FUM,LOST
TB,Anthony Nelson,fumbles,0,0
TB,Antoine Winfield Jr.,fumbles,0,0
TB,Baker Mayfield,fumbles,13,2
TB,Ben Stille,fumbles,0,0
TB,Bucky Irving,fumbles,2,1
TB,Cade Otton,fumbles,2,1
TB,Calijah Kancey,fumbles,0,0
TB,Chris Godwin Jr.,fumbles,1,0
TB,J.J. Russell,fumbles,0,0
TB,Jack Browning,fumbles,1,0
TB,Josh Hayes,fumbles,0,0
TB,Justin Skule,fumbles,0,0
TB,Kaevon Merriweather,fumbles,0,0
TB,Lavonte David,fumbles,0,0
TB,Logan Hall,fumbles,0,0
TB,Mike Evans,fumbles,0,0
TB,Payne Durham,fumbles,1,0
TB,Rachaad White,fumbles,3,3
TB,Sean Tucker,fumbles,1,0
TB,Trey Palmer,fumbles,1,0
TB,Tristan Wirfs,fumbles,1,0
TB,Yaya Diaby,fumbles,0,0
TB,Zyon McCollum,fumbles,0,0
