team,player,category,REC,YDS,AVG,TD,LONG,TGTS
ATL,Bijan Robinson,receiving,61,431,6.96,1,29,72
ATL,Casey Washington,receiving,1,14,7.0,0,14,2
ATL,Charlie Woerner,receiving,7,46,5.31,0,13,12
ATL,Chris Blair,receiving,1,17,8.5,0,17,2
ATL,Darnell Mooney,receiving,64,992,15.12,5,49,106
ATL,Drake London,receiving,100,1271,12.66,9,39,158
ATL,KhaDarel Hodge,receiving,7,131,17.3,1,45,12
ATL,Kyle Pitts Sr.,receiving,47,602,11.36,4,52,74
ATL,Ray-Ray McCloud III,receiving,62,686,10.92,1,60,87
ATL,Ross Dwelley,receiving,1,5,5.0,0,5,1
ATL,Tyler Allgeier,receiving,13,88,6.76,0,13,13
