team,player,category,INT,YDS,TD
ATL,A.J. Terrell Jr.,interceptions,2,1,0
ATL,Clark Phillips III,interceptions,1,45,0
ATL,Jessie Bates III,interceptions,4,55,1
ATL,Justin Simmons,interceptions,2,0,0
ATL,Kaden Elliss,interceptions,1,12,0
ATL,Matthew Judon,interceptions,1,27,1
ATL,Troy Andersen,interceptions,1,47,1
