team,player,category,CAR,YDS,AVG,TD,LONG
ATL,Bijan Robinson,rushing,304,1456,4.73,14,37
ATL,Drake London,rushing,1,-3,-3.0,0,-3
ATL,Jase McClellan,rushing,13,32,2.65,0,8
ATL,Kirk Cousins,rushing,23,0,0.19,0,13
ATL,Michael Penix Jr.,rushing,7,11,2.43,1,5
ATL,Ray-Ray McCloud III,rushing,10,79,7.9,0,20
ATL,Tyler Allgeier,rushing,137,644,4.87,3,25
