team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ATL,Darnell Mooney,passing,0,0.0,0,0,0,0,1
ATL,Kirk Cousins,passing,3508,7.67,18,16,28,303,453
ATL,Michael Penix Jr.,passing,775,8.42,3,3,4,61,105
