team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ATL,Riley Patterson,kicking,55.57,52,24,4,7,12,12
ATL,Younghoe Koo,kicking,69.17,58,101,25,34,26,26
