team,player,category,REC,YDS,AVG,TD,LONG,TGTS
BAL,Anthony Miller,receiving,1,16,16.0,0,16,1
BAL,Charlie Kolar,receiving,9,131,12.61,1,55,11
BAL,Derrick Henry,receiving,19,193,10.23,2,27,22
BAL,Devontez Walker,receiving,1,21,10.5,1,21,3
BAL,Diontae Johnson,receiving,1,6,2.0,0,6,5
BAL,Isaiah Likely,receiving,42,477,10.65,6,49,58
BAL,Justice Hill,receiving,42,383,7.78,3,27,51
BAL,Keaton Mitchell,receiving,1,28,28.0,0,28,1
BAL,Mark Andrews,receiving,55,673,11.6,11,67,69
BAL,Nelson Agholor,receiving,14,231,15.54,2,56,29
BAL,Patrick Ricard,receiving,3,22,4.4,1,14,5
BAL,Rasheen Ali,receiving,0,0,0.0,0,0,2
BAL,Rashod Bateman,receiving,45,756,17.77,9,59,72
BAL,Tylan Wallace,receiving,11,193,11.72,1,84,12
BAL,Zay Flowers,receiving,74,1059,14.16,4,53,116
