team,player,category,INT,YDS,TD
BAL,Ar'Darius Washington,interceptions,2,33,0
BAL,Kyle Hamilton,interceptions,1,0,0
BAL,Marlon Humphrey,interceptions,6,37,1
BAL,Michael Pierce,interceptions,1,6,0
BAL,Nate Wiggins,interceptions,1,26,1
BAL,Roquan Smith,interceptions,1,0,0
